Date,Company,R&D_Spending_USD_Mn,AI_Revenue_USD_Mn,AI_Revenue_Growth_%,Event,Stock_Impact_%
2020-06-05,Meta,74.77,49.79,148.93,,0.48
2020-06-06,Meta,74.43,49.59,147.94,,-0.02
2020-06-07,Meta,75.16,49.38,146.88,,0.44
2020-06-08,Meta,76.05,49.52,147.59,,0.06
2020-06-09,Meta,74.0,49.18,145.9,,-0.01
2020-06-10,Meta,72.44,50.5,152.49,,-0.69
2020-06-11,Meta,74.19,49.66,148.29,,0.44
2020-06-12,Meta,74.92,49.79,148.96,,-0.75
2020-06-13,Meta,74.8,49.95,149.76,,-0.45
2020-06-14,Meta,73.57,49.96,149.82,,0.47
2020-06-15,Meta,73.08,49.21,146.07,,0.81
2020-06-16,Meta,74.7,49.96,149.8,,0.2
2020-06-17,Meta,71.28,49.47,147.34,,-0.35
2020-06-18,Meta,75.07,49.71,148.57,,0.08
2020-06-19,Meta,71.78,49.86,149.32,,0.65
2020-06-20,Meta,73.83,50.37,151.86,,-0.65
2020-06-21,Meta,73.03,49.55,147.76,,0.74
2020-06-22,Meta,73.45,50.35,151.77,,0.87
2020-06-23,Meta,73.2,50.07,150.35,,-0.18
2020-06-24,Meta,74.15,49.07,145.35,,0.16
2020-06-25,Meta,74.72,49.81,149.03,,0.19
2020-06-26,Meta,72.27,49.54,147.68,,0.23
2020-06-27,Meta,74.02,49.64,148.22,,0.77
2020-06-28,Meta,75.69,50.6,152.99,,-0.57
2020-06-29,Meta,73.32,48.86,144.29,,-0.9
2020-06-30,Meta,73.77,50.41,152.07,,-0.64
2020-07-01,Meta,72.26,49.71,148.57,,0.06
2020-07-02,Meta,71.69,50.27,151.33,,0.3
2020-07-03,Meta,72.3,49.77,148.84,,0.46
2020-07-04,Meta,73.73,49.91,149.53,,0.65
2020-07-05,Meta,72.43,49.86,149.28,,-0.21
2020-07-06,Meta,73.65,49.82,149.08,,-0.85
2020-07-07,Meta,73.27,48.95,144.75,,0.88
2020-07-08,Meta,73.18,49.9,149.48,,-0.76
2020-07-09,Meta,72.63,50.3,151.48,,-0.61
2020-07-10,Meta,74.08,49.1,145.48,,-0.08
2020-07-11,Meta,71.95,49.61,148.07,,0.34
2020-07-12,Meta,71.86,50.38,151.92,,0.74
2020-07-13,Meta,75.37,49.93,149.67,,-0.47
2020-07-14,Meta,74.47,49.69,148.45,,-0.77
2020-07-15,Meta,73.13,49.22,146.09,,-0.0
2020-07-16,Meta,72.36,50.2,150.98,,0.59
2020-07-17,Meta,75.38,49.03,145.14,,-0.2
2020-07-18,Meta,72.78,49.34,146.71,,-0.91
2020-07-19,Meta,73.78,49.69,148.46,,0.7
2020-07-20,Meta,72.69,50.2,151.0,,0.53
2020-07-21,Meta,73.73,49.34,146.69,,-0.75
2020-07-22,Meta,73.54,49.27,146.36,,-0.27
2020-07-23,Meta,73.76,48.83,144.17,,0.03
2020-07-24,Meta,74.12,50.22,151.1,AI Ads Optimization upgrade,3.37
2020-07-25,Meta,73.17,49.88,149.4,,0.47
2020-07-26,Meta,72.48,49.53,147.67,,-0.97
2020-07-27,Meta,72.28,49.75,148.73,,0.72
2020-07-28,Meta,73.15,49.22,146.09,,0.21
2020-07-29,Meta,70.96,49.28,146.4,,-0.47
2020-07-30,Meta,72.57,49.7,148.49,,0.74
2020-07-31,Meta,72.33,50.13,150.65,,-0.56
2020-08-01,Meta,75.71,48.69,143.43,,0.82
2020-08-02,Meta,74.04,50.2,151.0,,-0.29
2020-08-03,Meta,74.23,49.12,145.61,,0.73
2020-08-04,Meta,73.83,50.16,150.82,,0.56
2020-08-05,Meta,72.92,49.94,149.7,,0.81
2020-08-06,Meta,74.39,49.89,149.47,,-0.78
2020-08-07,Meta,74.32,50.42,152.09,,0.15
2020-08-08,Meta,73.77,50.22,151.08,,-0.42
2020-08-09,Meta,71.56,49.8,148.99,,-0.95
2020-08-10,Meta,72.64,49.58,147.91,,-0.94
2020-08-11,Meta,74.39,50.15,150.74,,-0.65
2020-08-12,Meta,72.77,49.63,148.14,,0.15
2020-08-13,Meta,72.72,50.53,152.67,,0.61
2020-08-14,Meta,72.93,50.08,150.41,,0.01
2020-08-15,Meta,73.27,49.48,147.41,,-0.52
2020-08-16,Meta,74.38,48.94,144.69,,0.97
2020-08-17,Meta,74.87,49.96,149.8,,0.23
2020-08-18,Meta,74.13,49.85,149.26,,0.21
2020-08-19,Meta,72.19,49.76,148.78,,-0.31
2020-08-20,Meta,74.35,49.17,145.84,,-0.1
2020-08-21,Meta,72.74,49.77,148.83,,0.24
2020-08-22,Meta,74.95,49.52,147.61,,-0.28
2020-08-23,Meta,74.05,49.84,149.19,,-0.29
2020-08-24,Meta,72.89,50.2,150.98,,-0.44
2020-08-25,Meta,72.41,49.78,148.89,,-0.42
2020-08-26,Meta,75.61,49.26,146.28,,-0.01
2020-08-27,Meta,73.87,49.7,148.49,,-0.3
2020-08-28,Meta,72.23,50.03,150.15,,0.29
2020-08-29,Meta,73.36,50.15,150.74,,-0.5
2020-08-30,Meta,74.88,48.87,144.36,,0.01
2020-08-31,Meta,72.09,50.05,150.23,,-0.41
2020-09-01,Meta,74.43,50.12,150.6,,0.21
2020-09-02,Meta,73.36,49.88,149.42,,-0.4
2020-09-03,Meta,74.24,49.34,146.69,,-0.35
2020-09-04,Meta,73.39,49.83,149.16,,-0.44
2020-09-05,Meta,72.18,50.11,150.53,,0.07
2020-09-06,Meta,72.32,49.43,147.13,,-0.09
2020-09-07,Meta,73.74,49.88,149.39,,-0.82
2020-09-08,Meta,74.06,49.13,145.67,,-0.52
2020-09-09,Meta,72.64,49.86,149.3,,-0.47
2020-09-10,Meta,73.52,49.88,149.39,,-0.8
2020-09-11,Meta,73.2,50.37,151.83,,-0.7
2020-09-12,Meta,74.6,50.29,151.47,,-0.2
2020-09-13,Meta,73.26,50.26,151.31,,0.16
2020-09-14,Meta,72.49,49.76,148.79,,0.18
2020-09-15,Meta,73.67,49.32,146.59,,-0.41
2020-09-16,Meta,73.3,50.24,151.18,,0.28
2020-09-17,Meta,75.14,49.0,145.01,,-0.79
2020-09-18,Meta,72.81,49.41,147.05,,-0.16
2020-09-19,Meta,75.45,49.41,147.03,,-0.86
2020-09-20,Meta,73.9,49.75,148.73,,0.19
2020-09-21,Meta,72.16,50.02,150.08,,-0.96
2020-09-22,Meta,73.15,50.66,153.28,,0.16
2020-09-23,Meta,72.52,50.13,150.63,,0.03
2020-09-24,Meta,72.56,50.58,152.92,,0.7
2020-09-25,Meta,73.87,49.36,146.81,,-0.62
2020-09-26,Meta,71.58,50.21,151.07,,0.48
2020-09-27,Meta,74.78,49.77,148.85,,-0.49
2020-09-28,Meta,74.09,49.87,149.36,,-0.66
2020-09-29,Meta,72.57,49.99,149.94,,0.99
2020-09-30,Meta,75.63,49.94,149.68,,0.6
2020-10-01,Meta,73.75,49.64,148.19,,-0.45
2020-10-02,Meta,73.49,51.04,155.21,,0.79
2020-10-03,Meta,73.86,49.16,145.82,,-0.36
2020-10-04,Meta,72.88,50.47,152.37,,0.72
2020-10-05,Meta,72.21,48.88,144.42,,0.51
2020-10-06,Meta,72.69,49.88,149.42,,0.78
2020-10-07,Meta,72.85,48.65,143.25,,-0.97
2020-10-08,Meta,71.6,49.68,148.42,AI partnership deal,2.66
2020-10-09,Meta,74.84,49.24,146.19,,0.27
2020-10-10,Meta,72.23,51.19,155.95,,0.1
2020-10-11,Meta,74.29,50.14,150.72,,0.72
2020-10-12,Meta,74.15,49.52,147.59,,-0.83
2020-10-13,Meta,73.4,50.08,150.41,,-0.26
2020-10-14,Meta,72.14,50.21,151.04,,0.58
2020-10-15,Meta,72.73,49.36,146.82,,-0.91
2020-10-16,Meta,74.37,49.89,149.44,,-0.31
2020-10-17,Meta,72.93,49.97,149.87,,-0.33
2020-10-18,Meta,72.27,50.81,154.07,,0.95
2020-10-19,Meta,73.34,49.6,147.99,,-0.26
2020-10-20,Meta,72.91,49.92,149.58,,-0.09
2020-10-21,Meta,73.5,49.65,148.25,,-0.38
2020-10-22,Meta,74.14,49.64,148.2,,-0.95
2020-10-23,Meta,73.49,49.58,147.89,AI Ads Optimization upgrade,1.97
2020-10-24,Meta,75.03,49.28,146.42,,-0.68
2020-10-25,Meta,75.76,49.98,149.92,,-0.22
2020-10-26,Meta,72.82,49.91,149.54,,0.07
2020-10-27,Meta,73.38,50.71,153.57,,-0.62
2020-10-28,Meta,73.97,50.11,150.56,,-0.75
2020-10-29,Meta,73.97,49.46,147.31,AI partnership deal,3.13
2020-10-30,Meta,74.26,49.22,146.08,,-0.65
2020-10-31,Meta,72.66,49.76,148.81,,0.53
2020-11-01,Meta,73.41,50.44,152.21,,-0.31
2020-11-02,Meta,72.66,49.93,149.65,,-0.77
2020-11-03,Meta,72.67,49.76,148.81,,-0.5
2020-11-04,Meta,74.48,49.1,145.49,,-0.31
2020-11-05,Meta,75.14,49.65,148.23,,-0.62
2020-11-06,Meta,73.93,49.9,149.52,,0.94
2020-11-07,Meta,73.69,50.87,154.37,,-0.49
2020-11-08,Meta,73.64,50.16,150.8,,-0.73
2020-11-09,Meta,73.75,49.11,145.53,,0.47
2020-11-10,Meta,74.79,49.77,148.83,,-0.05
2020-11-11,Meta,73.81,49.2,146.01,,0.25
2020-11-12,Meta,72.03,49.61,148.04,,-0.98
2020-11-13,Meta,73.49,49.26,146.28,,-0.68
2020-11-14,Meta,73.39,49.84,149.22,,0.18
2020-11-15,Meta,74.24,49.66,148.32,,0.31
2020-11-16,Meta,74.63,48.7,143.49,,-0.13
2020-11-17,Meta,73.96,49.6,147.99,,-0.42
2020-11-18,Meta,73.92,50.21,151.03,,0.43
2020-11-19,Meta,73.91,49.25,146.26,,-0.52
2020-11-20,Meta,75.05,49.54,147.7,,-0.46
2020-11-21,Meta,73.34,49.65,148.25,,0.0
2020-11-22,Meta,72.18,49.72,148.6,,-0.88
2020-11-23,Meta,72.92,49.75,148.75,,-0.52
2020-11-24,Meta,74.75,50.2,151.0,,-0.29
2020-11-25,Meta,74.86,49.24,146.22,,-0.75
2020-11-26,Meta,73.42,49.16,145.82,,-0.56
2020-11-27,Meta,72.31,49.73,148.65,,-0.48
2020-11-28,Meta,73.32,49.51,147.54,,0.92
2020-11-29,Meta,73.18,50.24,151.21,,0.88
2020-11-30,Meta,72.28,49.95,149.77,,0.12
2020-12-01,Meta,72.19,49.71,148.54,,0.4
2020-12-02,Meta,72.48,49.81,149.04,,-0.57
2020-12-03,Meta,73.48,48.75,143.75,,-0.26
2020-12-04,Meta,73.0,49.15,145.75,,0.84
2020-12-05,Meta,74.58,50.06,150.3,,-0.01
2020-12-06,Meta,72.52,49.74,148.68,,-0.35
2020-12-07,Meta,71.75,50.07,150.33,,-0.32
2020-12-08,Meta,74.09,50.04,150.2,,-0.8
2020-12-09,Meta,73.21,49.89,149.43,,0.38
2020-12-10,Meta,72.38,49.9,149.48,,0.68
2020-12-11,Meta,73.58,49.52,147.61,,-0.39
2020-12-12,Meta,73.69,50.16,150.79,,-0.76
2020-12-13,Meta,73.22,49.95,149.77,,0.33
2020-12-14,Meta,72.6,50.93,154.66,,0.29
2020-12-15,Meta,74.31,49.33,146.65,,0.57
2020-12-16,Meta,72.21,49.53,147.63,,0.44
2020-12-17,Meta,72.75,49.26,146.31,,0.25
2020-12-18,Meta,72.3,48.96,144.82,,-0.99
2020-12-19,Meta,70.96,49.32,146.59,,0.73
2020-12-20,Meta,73.54,49.65,148.26,,0.98
2020-12-21,Meta,72.95,50.84,154.2,,-0.19
2020-12-22,Meta,74.16,49.97,149.86,,0.31
2020-12-23,Meta,72.7,49.38,146.9,,0.83
2020-12-24,Meta,73.3,49.59,147.95,,-0.56
2020-12-25,Meta,73.16,49.16,145.79,,-0.32
2020-12-26,Meta,74.4,49.79,148.97,,0.37
2020-12-27,Meta,74.63,48.94,144.69,,-0.62
2020-12-28,Meta,75.36,50.21,151.07,,0.57
2020-12-29,Meta,71.62,49.12,145.59,,-0.64
2020-12-30,Meta,72.6,49.73,148.63,,-0.71
2020-12-31,Meta,73.26,49.61,148.03,,-0.01
2021-01-01,Meta,78.76,59.84,199.19,,-0.02
2021-01-02,Meta,78.34,58.64,193.2,AI ethics policy update,4.67
2021-01-03,Meta,79.64,60.34,201.72,,0.55
2021-01-04,Meta,79.86,60.33,201.66,,-0.59
2021-01-05,Meta,78.22,59.78,198.9,,-0.18
2021-01-06,Meta,77.7,59.23,196.15,,-0.95
2021-01-07,Meta,79.95,59.58,197.91,,-0.25
2021-01-08,Meta,79.67,60.16,200.78,,0.66
2021-01-09,Meta,80.7,59.65,198.23,,0.26
2021-01-10,Meta,81.0,60.17,200.83,,-0.9
2021-01-11,Meta,80.49,59.43,197.16,,0.34
2021-01-12,Meta,78.24,60.38,201.89,,0.02
2021-01-13,Meta,77.82,60.13,200.66,,-0.47
2021-01-14,Meta,80.19,60.2,201.02,,-0.44
2021-01-15,Meta,80.31,59.06,195.3,,-0.03
2021-01-16,Meta,80.53,60.06,200.32,,-0.38
2021-01-17,Meta,80.11,59.58,197.9,,0.83
2021-01-18,Meta,80.38,59.41,197.07,,-0.07
2021-01-19,Meta,79.81,59.74,198.69,,0.72
2021-01-20,Meta,80.87,59.4,196.98,,-0.13
2021-01-21,Meta,79.38,59.4,197.0,,-0.86
2021-01-22,Meta,79.51,60.04,200.19,,0.38
2021-01-23,Meta,79.26,60.28,201.38,,-0.12
2021-01-24,Meta,79.5,60.22,201.09,,-0.41
2021-01-25,Meta,79.28,60.09,200.44,,0.22
2021-01-26,Meta,79.49,59.97,199.84,,0.82
2021-01-27,Meta,78.53,59.55,197.73,,0.8
2021-01-28,Meta,77.43,59.02,195.12,,-0.15
2021-01-29,Meta,79.37,59.76,198.78,,0.08
2021-01-30,Meta,79.29,60.12,200.58,,-0.73
2021-01-31,Meta,80.22,59.63,198.16,,0.21
2021-02-01,Meta,77.86,59.14,195.71,,-0.93
2021-02-02,Meta,77.48,59.5,197.49,,0.86
2021-02-03,Meta,80.61,60.01,200.05,,0.76
2021-02-04,Meta,78.07,58.56,192.8,,-1.0
2021-02-05,Meta,79.99,60.27,201.37,,0.17
2021-02-06,Meta,80.48,59.17,195.83,,0.14
2021-02-07,Meta,79.14,59.69,198.45,,-0.01
2021-02-08,Meta,79.68,60.52,202.59,,-0.95
2021-02-09,Meta,78.8,59.56,197.8,,-0.37
2021-02-10,Meta,80.72,59.84,199.19,,-0.84
2021-02-11,Meta,80.04,59.96,199.78,,0.35
2021-02-12,Meta,78.98,60.02,200.12,,-0.43
2021-02-13,Meta,79.25,59.9,199.48,,0.47
2021-02-14,Meta,80.41,59.88,199.38,,0.13
2021-02-15,Meta,80.9,59.15,195.74,,-0.82
2021-02-16,Meta,79.77,59.11,195.53,,0.11
2021-02-17,Meta,77.31,59.06,195.31,,-0.76
2021-02-18,Meta,77.64,59.67,198.33,,0.7
2021-02-19,Meta,79.78,59.04,195.18,,0.31
2021-02-20,Meta,78.93,59.81,199.05,,-0.07
2021-02-21,Meta,79.61,59.27,196.33,,0.83
2021-02-22,Meta,77.85,59.96,199.79,,0.69
2021-02-23,Meta,79.38,59.72,198.58,,-0.32
2021-02-24,Meta,77.67,59.25,196.25,,0.63
2021-02-25,Meta,78.27,60.36,201.78,,-0.59
2021-02-26,Meta,77.97,59.31,196.53,,-0.99
2021-02-27,Meta,80.12,59.13,195.65,,-0.65
2021-02-28,Meta,80.93,60.03,200.15,,0.35
2021-03-01,Meta,78.96,59.94,199.72,,-0.1
2021-03-02,Meta,78.93,60.06,200.31,,-0.78
2021-03-03,Meta,79.79,60.18,200.92,,0.34
2021-03-04,Meta,79.74,59.35,196.74,,0.41
2021-03-05,Meta,79.96,60.15,200.73,,0.6
2021-03-06,Meta,79.31,59.43,197.15,,0.57
2021-03-07,Meta,79.68,60.61,203.05,,-0.53
2021-03-08,Meta,79.72,59.54,197.69,,0.92
2021-03-09,Meta,80.01,59.75,198.73,,0.91
2021-03-10,Meta,78.96,60.08,200.38,,0.71
2021-03-11,Meta,80.63,59.7,198.5,,0.69
2021-03-12,Meta,80.67,59.83,199.16,,-0.73
2021-03-13,Meta,79.24,59.82,199.08,,0.63
2021-03-14,Meta,80.83,59.38,196.92,,0.1
2021-03-15,Meta,77.57,59.99,199.93,,0.82
2021-03-16,Meta,80.79,58.65,193.26,,0.15
2021-03-17,Meta,78.33,58.6,192.98,,-0.26
2021-03-18,Meta,79.08,59.15,195.74,,-0.3
2021-03-19,Meta,77.75,60.05,200.23,,-0.22
2021-03-20,Meta,80.05,60.05,200.26,,0.11
2021-03-21,Meta,78.31,60.24,201.22,,-0.35
2021-03-22,Meta,81.52,59.46,197.31,,-0.25
2021-03-23,Meta,79.06,58.61,193.04,,-0.78
2021-03-24,Meta,78.41,59.76,198.82,,-0.92
2021-03-25,Meta,79.82,59.84,199.19,AI partnership deal,3.58
2021-03-26,Meta,78.87,59.38,196.89,,-0.41
2021-03-27,Meta,77.36,59.32,196.61,,-0.46
2021-03-28,Meta,77.94,59.49,197.43,,0.72
2021-03-29,Meta,76.73,60.15,200.76,,-0.39
2021-03-30,Meta,80.36,59.28,196.38,,-0.21
2021-03-31,Meta,78.52,60.22,201.1,,-0.42
2021-04-01,Meta,78.05,59.7,198.5,,-0.18
2021-04-02,Meta,78.79,59.89,199.43,,-0.92
2021-04-03,Meta,79.48,60.27,201.36,,-0.38
2021-04-04,Meta,77.97,60.02,200.11,,0.93
2021-04-05,Meta,79.84,60.56,202.8,,-0.46
2021-04-06,Meta,79.95,59.86,199.3,,0.97
2021-04-07,Meta,78.92,59.55,197.73,,-0.6
2021-04-08,Meta,79.4,59.34,196.72,,-0.57
2021-04-09,Meta,79.33,59.83,199.16,,-0.7
2021-04-10,Meta,80.24,58.82,194.11,,-0.32
2021-04-11,Meta,81.01,60.77,203.87,,-0.97
2021-04-12,Meta,79.79,59.81,199.03,,0.64
2021-04-13,Meta,79.75,60.2,201.0,,0.29
2021-04-14,Meta,80.46,58.85,194.25,,0.8
2021-04-15,Meta,80.38,59.44,197.2,,0.67
2021-04-16,Meta,80.28,59.92,199.62,,-1.0
2021-04-17,Meta,78.8,59.57,197.87,,0.15
2021-04-18,Meta,77.71,59.45,197.23,,0.68
2021-04-19,Meta,78.9,60.18,200.92,,-0.26
2021-04-20,Meta,79.73,59.37,196.83,,-0.28
2021-04-21,Meta,78.6,59.44,197.21,,-0.49
2021-04-22,Meta,79.11,59.53,197.65,,0.19
2021-04-23,Meta,78.93,59.6,198.0,,-0.57
2021-04-24,Meta,80.46,59.39,196.96,,-0.3
2021-04-25,Meta,80.28,59.63,198.13,,0.02
2021-04-26,Meta,79.67,59.43,197.13,,-0.96
2021-04-27,Meta,80.07,60.57,202.84,,-0.51
2021-04-28,Meta,78.58,60.59,202.95,,0.36
2021-04-29,Meta,80.31,59.4,197.01,,-0.15
2021-04-30,Meta,80.46,59.44,197.21,,0.78
2021-05-01,Meta,80.67,60.13,200.63,,-0.37
2021-05-02,Meta,78.99,59.81,199.07,,-0.28
2021-05-03,Meta,80.29,59.42,197.12,,-0.31
2021-05-04,Meta,78.59,60.69,203.44,,-0.67
2021-05-05,Meta,81.02,59.15,195.73,,-0.9
2021-05-06,Meta,79.34,59.6,197.98,,0.86
2021-05-07,Meta,79.36,60.13,200.65,,-0.91
2021-05-08,Meta,77.69,59.02,195.08,,0.29
2021-05-09,Meta,78.87,59.65,198.25,,0.48
2021-05-10,Meta,79.1,59.98,199.89,,-0.28
2021-05-11,Meta,78.82,60.4,202.01,,0.25
2021-05-12,Meta,79.56,59.2,195.98,,0.02
2021-05-13,Meta,78.85,59.26,196.29,,0.54
2021-05-14,Meta,77.62,59.78,198.92,,-0.2
2021-05-15,Meta,78.11,59.05,195.26,,0.54
2021-05-16,Meta,79.43,59.34,196.71,,0.63
2021-05-17,Meta,76.65,59.24,196.2,,0.62
2021-05-18,Meta,79.45,59.28,196.39,,-0.33
2021-05-19,Meta,79.6,59.86,199.29,,-0.84
2021-05-20,Meta,79.17,58.83,194.14,,0.56
2021-05-21,Meta,77.83,59.9,199.51,,0.52
2021-05-22,Meta,78.86,60.14,200.7,,-0.5
2021-05-23,Meta,79.38,59.61,198.04,,0.45
2021-05-24,Meta,78.6,57.98,189.88,,0.78
2021-05-25,Meta,78.87,59.89,199.43,,-0.68
2021-05-26,Meta,77.07,60.06,200.31,,0.96
2021-05-27,Meta,80.99,59.05,195.27,,0.22
2021-05-28,Meta,78.63,60.38,201.9,,-0.76
2021-05-29,Meta,80.14,60.74,203.72,,-0.9
2021-05-30,Meta,77.48,59.38,196.88,,0.74
2021-05-31,Meta,78.44,59.73,198.63,,-0.92
2021-06-01,Meta,77.99,59.66,198.28,,-0.52
2021-06-02,Meta,79.16,59.51,197.53,,-0.41
2021-06-03,Meta,79.18,59.53,197.65,,-0.18
2021-06-04,Meta,80.17,59.31,196.54,,-0.58
2021-06-05,Meta,79.23,60.08,200.38,,0.03
2021-06-06,Meta,79.92,59.85,199.25,,0.38
2021-06-07,Meta,81.14,58.82,194.08,,0.85
2021-06-08,Meta,77.74,59.54,197.69,,0.47
2021-06-09,Meta,78.83,60.12,200.58,,0.24
2021-06-10,Meta,80.77,59.47,197.34,,0.68
2021-06-11,Meta,78.63,59.61,198.03,,-0.93
2021-06-12,Meta,78.63,60.41,202.07,,-0.17
2021-06-13,Meta,78.07,59.48,197.42,,-0.87
2021-06-14,Meta,80.09,60.33,201.63,,0.19
2021-06-15,Meta,80.18,59.27,196.33,,-0.23
2021-06-16,Meta,81.01,60.13,200.63,AI speech recognition release,-0.92
2021-06-17,Meta,79.97,59.82,199.08,,-0.55
2021-06-18,Meta,79.51,58.79,193.95,,-0.93
2021-06-19,Meta,77.36,59.46,197.29,,-0.1
2021-06-20,Meta,79.06,59.73,198.66,,-0.44
2021-06-21,Meta,79.6,60.18,200.92,,0.9
2021-06-22,Meta,81.21,59.3,196.48,,0.83
2021-06-23,Meta,81.35,60.13,200.64,,-0.84
2021-06-24,Meta,77.67,59.57,197.85,,0.7
2021-06-25,Meta,78.7,59.53,197.67,,-0.64
2021-06-26,Meta,77.86,58.69,193.44,,-0.69
2021-06-27,Meta,79.21,59.89,199.43,,0.17
2021-06-28,Meta,76.86,60.17,200.85,,-0.32
2021-06-29,Meta,81.3,59.55,197.73,,1.0
2021-06-30,Meta,79.82,60.1,200.51,,0.84
2021-07-01,Meta,79.66,59.44,197.18,AI partnership deal,1.53
2021-07-02,Meta,78.64,59.61,198.07,,-0.15
2021-07-03,Meta,79.62,59.21,196.06,,0.81
2021-07-04,Meta,79.77,59.76,198.79,,0.33
2021-07-05,Meta,79.68,60.73,203.63,,0.58
2021-07-06,Meta,78.42,58.83,194.13,,-0.31
2021-07-07,Meta,80.9,58.86,194.31,,-0.26
2021-07-08,Meta,79.07,59.28,196.39,,-0.8
2021-07-09,Meta,77.37,59.78,198.88,,0.46
2021-07-10,Meta,79.73,59.11,195.57,,0.86
2021-07-11,Meta,80.17,59.23,196.17,,0.61
2021-07-12,Meta,81.93,59.51,197.53,,-0.03
2021-07-13,Meta,78.08,59.98,199.92,,-0.59
2021-07-14,Meta,76.77,60.7,203.48,,-0.73
2021-07-15,Meta,78.93,59.77,198.83,AI ethics policy update,-0.68
2021-07-16,Meta,78.48,60.11,200.55,,0.41
2021-07-17,Meta,79.51,60.38,201.88,,-0.78
2021-07-18,Meta,79.07,59.42,197.12,AI Video Recommendation upgrade,0.04
2021-07-19,Meta,79.23,59.95,199.74,,0.19
2021-07-20,Meta,81.14,60.83,204.17,,-0.38
2021-07-21,Meta,78.76,60.04,200.2,,-0.69
2021-07-22,Meta,79.56,60.53,202.66,,-0.65
2021-07-23,Meta,78.07,59.0,194.98,,0.67
2021-07-24,Meta,78.53,58.64,193.19,,-0.22
2021-07-25,Meta,80.13,59.7,198.51,,0.69
2021-07-26,Meta,79.36,59.11,195.54,,-0.73
2021-07-27,Meta,80.33,59.4,196.98,,-0.46
2021-07-28,Meta,78.06,60.17,200.86,,-0.73
2021-07-29,Meta,80.16,58.7,193.52,,-0.71
2021-07-30,Meta,79.29,59.35,196.74,,-0.1
2021-07-31,Meta,78.53,60.04,200.22,,-0.87
2021-08-01,Meta,79.05,59.64,198.19,,-0.27
2021-08-02,Meta,79.37,59.56,197.81,,-0.91
2021-08-03,Meta,78.81,59.95,199.76,,-0.03
2021-08-04,Meta,77.88,60.25,201.25,,-0.66
2021-08-05,Meta,79.13,59.41,197.05,,-0.8
2021-08-06,Meta,80.23,60.22,201.1,,0.72
2021-08-07,Meta,79.89,60.55,202.74,,-0.04
2021-08-08,Meta,79.37,59.46,197.3,,-0.06
2021-08-09,Meta,78.8,60.47,202.33,,-0.51
2021-08-10,Meta,78.2,59.33,196.63,,-0.84
2021-08-11,Meta,79.77,59.02,195.08,,-0.46
2021-08-12,Meta,80.26,59.17,195.84,,-0.29
2021-08-13,Meta,78.9,58.77,193.85,,-0.96
2021-08-14,Meta,78.86,60.23,201.16,,0.51
2021-08-15,Meta,78.57,60.11,200.53,,-0.93
2021-08-16,Meta,81.32,59.89,199.45,,-0.18
2021-08-17,Meta,79.48,60.0,200.02,,-0.41
2021-08-18,Meta,77.86,60.08,200.4,,-0.13
2021-08-19,Meta,80.51,59.34,196.68,,-0.24
2021-08-20,Meta,80.04,60.13,200.64,,0.68
2021-08-21,Meta,79.16,60.26,201.32,,0.37
2021-08-22,Meta,77.6,58.99,194.94,,-0.08
2021-08-23,Meta,78.19,59.36,196.79,Cloud AI launch,4.8
2021-08-24,Meta,79.09,59.1,195.51,,-0.68
2021-08-25,Meta,80.21,59.86,199.31,,0.27
2021-08-26,Meta,79.9,60.32,201.61,,0.81
2021-08-27,Meta,76.8,59.91,199.53,,-0.5
2021-08-28,Meta,80.21,59.35,196.73,AI ethics policy update,-1.23
2021-08-29,Meta,79.67,59.57,197.83,,-0.61
2021-08-30,Meta,80.88,59.87,199.35,,-0.79
2021-08-31,Meta,78.68,59.86,199.29,,-0.68
2021-09-01,Meta,80.96,59.32,196.59,,0.25
2021-09-02,Meta,78.57,59.27,196.35,,-0.8
2021-09-03,Meta,79.15,59.51,197.54,,-0.57
2021-09-04,Meta,78.91,60.48,202.42,,-0.37
2021-09-05,Meta,77.52,59.47,197.35,,0.16
2021-09-06,Meta,80.33,59.56,197.81,,0.76
2021-09-07,Meta,77.89,59.29,196.44,,0.76
2021-09-08,Meta,79.97,58.85,194.24,,-0.17
2021-09-09,Meta,77.8,60.08,200.41,AI partnership deal,2.43
2021-09-10,Meta,79.95,59.4,197.02,,0.9
2021-09-11,Meta,78.49,59.94,199.69,,0.58
2021-09-12,Meta,80.79,60.27,201.36,,0.85
2021-09-13,Meta,79.99,59.79,198.97,,-0.06
2021-09-14,Meta,77.56,59.67,198.36,,-0.64
2021-09-15,Meta,77.06,59.77,198.83,,-0.47
2021-09-16,Meta,80.08,59.09,195.47,,0.1
2021-09-17,Meta,79.92,59.95,199.75,,0.06
2021-09-18,Meta,79.29,60.28,201.41,,-0.79
2021-09-19,Meta,79.49,59.63,198.15,,0.62
2021-09-20,Meta,78.92,59.63,198.13,,0.71
2021-09-21,Meta,80.54,60.11,200.54,,0.48
2021-09-22,Meta,78.7,59.7,198.49,,-0.54
2021-09-23,Meta,77.8,60.01,200.05,,0.62
2021-09-24,Meta,78.5,59.18,195.91,,0.8
2021-09-25,Meta,78.71,60.16,200.78,,0.48
2021-09-26,Meta,78.71,59.92,199.62,,-0.58
2021-09-27,Meta,77.24,59.49,197.46,,0.19
2021-09-28,Meta,80.39,61.46,207.31,,0.03
2021-09-29,Meta,79.89,59.51,197.57,,-0.87
2021-09-30,Meta,80.11,60.17,200.87,,-0.79
2021-10-01,Meta,80.16,59.04,195.22,,-0.97
